Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
119	250	0	0.843245196	101324.213	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
120	252	0	0.85033129	101324.213	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
121	254	0	0.857417384	101324.213	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
122	256	0	0.864503478	101324.213	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
123	258	0	0.871589572	101324.212	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
124	260	0	0.878675666	101324.212	101324.211	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
125	262	0	0.88576176	101324.212	101324.212	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
126	264	0	0.892847854	101324.212	101324.212	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
127	266	0	0.899933949	101324.213	101324.212	101324.205	101324.215	0.00934322827	0	0	0	0	0	3
128	268	0	0.907020043	101324.213	101324.212	101324.205	101324.215	0.00927270294	0	0	0	0	0	3
129	270	0	0.914106137	101324.213	101324.212	101324.206	101324.215	0.00897444642	0	0	0	0	0	3
130	271	0	0.921192231	101324.213	101324.212	101324.206	101324.215	0.00854762593	0	0	0	0	0	3
131	273	0	0.928278325	101324.213	101324.212	101324.207	101324.215	0.00807004304	0	0	0	0	0	3
132	275	0	0.935364419	101324.213	101324.212	101324.207	101324.215	0.0075060469	0	0	0	0	0	3
133	277	0	0.942450513	101324.213	101324.212	101324.208	101324.215	0.00689511625	0	0	0	0	0	3
134	279	0	0.949536607	101324.213	101324.212	101324.208	101324.215	0.0064179741	0	0	0	0	0	3
135	281	0	0.956622701	101324.214	101324.212	101324.209	101324.215	0.00591154202	0	0	0	0	0	3
136	283	0	0.963708795	101324.214	101324.213	101324.209	101324.215	0.00542695404	0	0	0	0	0	3
137	285	0	0.970794889	101324.214	101324.213	101324.21	101324.215	0.00493768176	0	0	0	0	0	3
138	287	0	0.977880983	101324.214	101324.213	101324.21	101324.215	0.00446857583	0	0	0	0	0	3
139	289	0	0.984967078	101324.214	101324.213	101324.211	101324.215	0.00396969238	0	0	0	0	0	3
140	291	0	0.992053172	101324.214	101324.213	101324.211	101324.215	0.00352406067	0	0	0	0	0	3
141	293	0	0.999139266	101324.215	101324.213	101324.211	101324.215	0.00352406067	0	0	0	0	0	3
142	295	0	1.00622536	101324.215	101324.213	101324.211	101324.215	0.00352406067	0.00566253224	0	0	0	0	3
143	296	0	1.01331145	101324.215	101324.213	101324.211	101324.215	0.00352406067	0.00566253224	0	0	0	0	3
144	298	0	1.02039755	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
145	300	0	1.02748364	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
146	302	0	1.03456974	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
147	304	0	1.04165583	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
148	306	0	1.04874192	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
149	308	0	1.05582802	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
150	310	0	1.06291411	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
151	312	0	1.07000021	101324.215	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
152	314	0	1.0770863	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
153	316	0	1.08417239	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
154	318	0	1.09125849	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
155	319	0	1.09834458	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
156	321	0	1.10543068	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
157	323	0	1.11251677	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
158	325	0	1.11960287	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
159	327	0	1.12668896	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
160	329	0	1.13377505	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
161	331	0	1.14086115	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
162	333	0	1.14794724	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
163	335	0	1.15503334	101324.214	101324.213	101324.211	101324.215	0.00357226227	0.00566253224	0	0	0	0	3
164	336	0	1.16211943	101324.214	101324.213	101324.211	101324.215	0.00286883187	0.00566253224	0	0	0	0	3
165	338	0	1.16920552	101324.215	101324.213	101324.211	101324.215	0.0022156214	0.00566253224	0	0	0	0	3
166	340	0	1.17629162	101324.215	101324.213	101324.211	101324.215	0.0022496521	0.00566253224	0	0	0	0	3
167	342	0	1.18337771	101324.215	101324.213	101324.211	101324.215	0.0022963771	0.00566253224	0	0	0	0	3
168	344	0	1.19046381	101324.215	101324.213	101324.211	101324.215	0.00234495262	0.00566253224	0	0	0	0	3
169	346	0	1.1975499	101324.215	101324.213	101324.211	101324.215	0.00239504484	0.00566253224	0	0	0	0	3
170	348	0	1.20463599	101324.215	101324.213	101324.211	101324.215	0.0024466613	0.00566253224	0	0	0	0	3
171	350	0	1.21172209	101324.215	101324.213	101324.211	101324.215	0.00249891702	0.00566253224	0	0	0	0	3
172	352	0	1.21880818	101324.215	101324.214	101324.211	101324.215	0.00255092073	0.00566253224	0	0	0	0	3
173	354	0	1.22589428	101324.215	101324.214	101324.212	101324.215	0.00260165268	0.00566253224	0	0	0	0	3
174	356	0	1.23298037	101324.215	101324.214	101324.212	101324.215	0.00265089542	0.00566253224	0	0	0	0	3
175	358	0	1.24006646	101324.215	101324.214	101324.212	101324.215	0.0026981968	0.00566253224	0	0	0	0	3
