Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
135	281	0	0.956622701	25.9781293	26.0102226	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
136	283	0	0.963708795	25.9961799	26.0085664	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
137	285	0	0.970794889	25.9631411	26.0066434	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
138	287	0	0.977880983	25.9781303	26.0062094	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
139	289	0	0.984967078	25.9433116	26.005531	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
140	291	0	0.992053172	25.9707324	26.0066328	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
141	293	0	0.999139266	25.9499081	26.007652	25.6605101	26.1942451	0.533734984	0	0	0	0	0	3
142	295	0	1.00622536	25.9798532	26.0102967	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
143	296	0	1.01331145	25.9580697	26.0126629	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
144	298	0	1.02039755	25.9857464	26.0164736	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
145	300	0	1.02748364	25.9641238	26.0198435	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
146	302	0	1.03456974	25.9956404	26.0244655	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
147	304	0	1.04165583	25.9791215	26.0284864	25.6605101	26.1942451	0.533734984	1.74688506	0	100	0	0	3
148	306	0	1.04874192	26.0121101	26.0334385	25.6904916	26.1942451	0.503753531	1.74688506	0	100	0	0	3
149	308	0	1.05582802	26.0018442	26.0375958	25.6904916	26.1942451	0.436012492	1.74688506	0	100	0	0	3
150	310	0	1.06291411	26.0336769	26.0424294	25.7415067	26.1942451	0.436012492	1.74688506	0	100	0	0	3
151	312	0	1.07000021	26.0167018	26.0461288	25.7415067	26.1942451	0.352581215	1.74688506	0	100	0	0	3
152	314	0	1.0770863	26.0405541	26.0503408	25.7984289	26.1942451	0.346639022	1.74688506	0	100	0	0	3
153	316	0	1.08417239	26.0210578	26.0534357	25.7984289	26.1942451	0.301297908	1.74688506	0	100	0	0	3
154	318	0	1.09125849	26.0515691	26.0570011	25.8735344	26.1942451	0.294140014	1.74688506	0	100	0	0	3
155	319	0	1.09834458	26.0333748	26.0592524	25.8848009	26.1942451	0.267749739	1.74688506	0	100	0	0	3
156	321	0	1.10543068	26.0695164	26.061854	25.9433116	26.1942451	0.25093352	1.74688506	0	100	0	0	3
