Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
118	248	0	0.836159102	293.199983	293.199977	293.199949	293.199992	4.3189077e-05	0	0	0	0	0	3
119	250	0	0.843245196	293.199984	293.199977	293.199949	293.199992	4.3189077e-05	0	0	0	0	0	3
120	252	0	0.85033129	293.199984	293.199978	293.199949	293.199992	4.3189077e-05	0	0	0	0	0	3
121	254	0	0.857417384	293.199984	293.199978	293.199949	293.199992	4.3189077e-05	0	0	0	0	0	3
122	256	0	0.864503478	293.199984	293.199979	293.199949	293.199992	4.30501636e-05	0	0	0	0	0	3
123	258	0	0.871589572	293.199985	293.199979	293.199949	293.199992	4.25222233e-05	0	0	0	0	0	3
124	260	0	0.878675666	293.199985	293.19998	293.19995	293.199992	4.16821057e-05	0	0	0	0	0	3
125	262	0	0.88576176	293.199985	293.19998	293.199951	293.199992	4.05061709e-05	0	0	0	0	0	3
126	264	0	0.892847854	293.199985	293.199981	293.199953	293.199992	3.90317705e-05	0	0	0	0	0	3
127	266	0	0.899933949	293.199985	293.199981	293.199955	293.199992	3.70953834e-05	0	0	0	0	0	3
128	268	0	0.907020043	293.199986	293.199981	293.199957	293.199992	3.5086753e-05	0	0	0	0	0	3
129	270	0	0.914106137	293.199986	293.199982	293.199959	293.199992	3.28833526e-05	0	0	0	0	0	3
130	271	0	0.921192231	293.199986	293.199982	293.199961	293.199992	3.0804214e-05	0	0	0	0	0	3
131	273	0	0.928278325	293.199986	293.199983	293.199963	293.199992	2.86422314e-05	0	0	0	0	0	3
132	275	0	0.935364419	293.199986	293.199983	293.199965	293.199992	2.64425906e-05	0	0	0	0	0	3
133	277	0	0.942450513	293.199987	293.199983	293.199968	293.199992	2.41381608e-05	0	0	0	0	0	3
134	279	0	0.949536607	293.199987	293.199984	293.19997	293.199992	2.17999402e-05	0	0	0	0	0	3
135	281	0	0.956622701	293.199987	293.199984	293.199972	293.199992	1.94765034e-05	0	0	0	0	0	3
136	283	0	0.963708795	293.199987	293.199984	293.199975	293.199992	1.70845196e-05	0	0	0	0	0	3
137	285	0	0.970794889	293.199987	293.199984	293.199977	293.199992	1.46526737e-05	0	0	0	0	0	3
138	287	0	0.977880983	293.199987	293.199984	293.199978	293.199992	1.43667951e-05	0	0	0	0	0	3
139	289	0	0.984967078	293.199987	293.199984	293.199978	293.199992	1.43667951e-05	0	0	0	0	0	3
140	291	0	0.992053172	293.199987	293.199984	293.199978	293.199992	1.43667951e-05	0	0	0	0	0	3
141	293	0	0.999139266	293.199987	293.199985	293.199978	293.199992	1.43667951e-05	0	0	0	0	0	3
142	295	0	1.00622536	293.199987	293.199985	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
143	296	0	1.01331145	293.199987	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
144	298	0	1.02039755	293.199987	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
145	300	0	1.02748364	293.199986	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
146	302	0	1.03456974	293.199986	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
147	304	0	1.04165583	293.199986	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
148	306	0	1.04874192	293.199986	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
149	308	0	1.05582802	293.199986	293.199984	293.199978	293.199992	1.43667951e-05	4.6204909e-06	0	0	0	0	3
150	310	0	1.06291411	293.199985	293.199984	293.199978	293.199992	1.42074218e-05	4.6204909e-06	0	0	0	0	3
151	312	0	1.07000021	293.199985	293.199984	293.199978	293.199992	1.39784763e-05	4.6204909e-06	0	0	0	0	3
152	314	0	1.0770863	293.199985	293.199984	293.199978	293.199991	1.34797211e-05	4.6204909e-06	0	0	0	0	3
153	316	0	1.08417239	293.199985	293.199984	293.199978	293.19999	1.28434655e-05	4.6204909e-06	0	0	0	0	3
154	318	0	1.09125849	293.199984	293.199984	293.199978	293.199989	1.19031243e-05	4.6204909e-06	0	0	0	0	3
155	319	0	1.09834458	293.199984	293.199984	293.199978	293.199988	1.0956911e-05	4.6204909e-06	0	0	0	0	3
156	321	0	1.10543068	293.199984	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
157	323	0	1.11251677	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
158	325	0	1.11960287	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
159	327	0	1.12668896	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
160	329	0	1.13377505	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
161	331	0	1.14086115	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
162	333	0	1.14794724	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
163	335	0	1.15503334	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
164	336	0	1.16211943	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
165	338	0	1.16920552	293.199983	293.199983	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
166	340	0	1.17629162	293.199983	293.199984	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
167	342	0	1.18337771	293.199983	293.199984	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
168	344	0	1.19046381	293.199983	293.199984	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
169	346	0	1.1975499	293.199983	293.199984	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
170	348	0	1.20463599	293.199983	293.199984	293.199978	293.199987	9.92124421e-06	4.6204909e-06	0	0	0	0	3
171	350	0	1.21172209	293.199983	293.199984	293.199978	293.199987	9.76548944e-06	4.6204909e-06	0	0	0	0	3
172	352	0	1.21880818	293.199983	293.199984	293.199978	293.199987	9.52211849e-06	4.6204909e-06	0	0	0	0	3
173	354	0	1.22589428	293.199984	293.199984	293.199978	293.199987	9.10976826e-06	4.6204909e-06	0	0	0	0	3
174	356	0	1.23298037	293.199984	293.199984	293.199979	293.199987	8.73216624e-06	4.6204909e-06	0	0	0	0	3
175	358	0	1.24006646	293.199984	293.199984	293.199979	293.199987	8.31229266e-06	4.6204909e-06	0	0	0	0	3
176	363	0	1.24715256	293.199984	293.199984	293.199979	293.199987	7.96465895e-06	4.6204909e-06	0	0	0	0	3
177	369	0	1.25423865	293.199984	293.199984	293.19998	293.199987	7.54171646e-06	4.6204909e-06	0	0	0	0	3
178	374	0	1.26132475	293.199983	293.199984	293.19998	293.199987	7.2715016e-06	4.6204909e-06	0	0	0	0	3
179	381	0	1.26841084	293.199983	293.199984	293.199981	293.199987	6.87304652e-06	4.6204909e-06	0	0	0	0	3
180	388	0	1.27549693	293.199983	293.199984	293.199981	293.199987	6.65611725e-06	4.6204909e-06	0	0	0	0	3
181	394	0	1.28258303	293.199983	293.199984	293.199981	293.199987	6.3404691e-06	4.6204909e-06	0	0	0	0	3
182	400	0	1.28966912	293.199982	293.199985	293.199981	293.199987	5.96832791e-06	4.6204909e-06	0	0	0	0	3
183	407	0	1.29675522	293.199982	293.199985	293.199982	293.199987	5.63500544e-06	4.6204909e-06	0	0	0	0	3
184	414	0	1.30384131	293.199982	293.199985	293.199982	293.199987	5.62956433e-06	4.6204909e-06	0	0	0	0	3
185	421	0	1.31092741	293.199981	293.199985	293.199981	293.199987	6.01240913e-06	4.6204909e-06	0	0	0	0	3
186	427	0	1.3180135	293.199981	293.199984	293.199981	293.199987	6.50142101e-06	4.6204909e-06	0	0	0	0	3
187	433	0	1.32509959	293.199981	293.199984	293.199981	293.199987	6.88034157e-06	4.6204909e-06	0	0	0	0	3
188	439	0	1.33218569	293.19998	293.199984	293.19998	293.199987	7.33909678e-06	4.6204909e-06	0	0	0	0	3
189	445	0	1.33927178	293.19998	293.199984	293.19998	293.199987	7.36566221e-06	4.6204909e-06	0	0	0	0	3
190	451	0	1.34635788	293.199979	293.199984	293.199979	293.199987	6.88588642e-06	4.6204909e-06	0	0	0	0	3
191	458	0	1.35344397	293.199979	293.199984	293.199979	293.199987	6.39125216e-06	4.6204909e-06	0	0	0	0	3
192	465	0	1.36053006	293.199979	293.199984	293.199979	293.199987	5.89030384e-06	4.6204909e-06	0	0	0	0	3
193	472	0	1.36761616	293.199979	293.199984	293.199979	293.199987	5.38725817e-06	4.6204909e-06	0	0	0	0	3
194	478	0	1.37470225	293.199978	293.199984	293.199978	293.199987	4.88985262e-06	4.6204909e-06	0	0	0	0	3
195	485	0	1.38178835	293.199978	293.199984	293.199978	293.199987	4.40143026e-06	4.6204909e-06	0	0	0	0	3
196	491	0	1.38887444	293.199978	293.199984	293.199978	293.199987	3.92707057e-06	4.6204909e-06	0	0	0	0	3
197	497	0	1.39596053	293.199977	293.199984	293.199977	293.199987	3.47035035e-06	4.6204909e-06	0	0	0	0	3
198	504	0	1.40304663	293.199977	293.199984	293.199977	293.199987	3.03807337e-06	4.6204909e-06	0	0	0	0	3
199	509	0	1.41013272	293.199977	293.199983	293.199977	293.199987	2.63129101e-06	4.6204909e-06	0	0	0	0	3
200	516	0	1.41721882	293.199976	293.199983	293.199976	293.199987	2.25209698e-06	4.6204909e-06	0	0	0	0	3
201	529	0	1.42430491	293.199976	293.199983	293.199976	293.199987	1.89805979e-06	4.6204909e-06	0	0	0	0	3
202	536	0	1.431391	293.199976	293.199983	293.199976	293.199987	1.57105916e-06	4.6204909e-06	0	0	0	0	3
203	542	0	1.4384771	293.199976	293.199983	293.199976	293.199987	1.63955497e-06	4.6204909e-06	0	0	0	0	3
204	547	0	1.44556319	293.199975	293.199983	293.199975	293.199987	1.80205336e-06	4.6204909e-06	0	0	0	0	3
205	552	0	1.45264929	293.199975	293.199983	293.199975	293.199987	1.96864818e-06	4.6204909e-06	0	0	0	0	3
206	557	0	1.45973538	293.199975	293.199982	293.199975	293.199987	2.14401774e-06	4.6204909e-06	0	0	0	0	3
207	562	0	1.46682148	293.199974	293.199982	293.199974	293.199987	2.32599012e-06	4.6204909e-06	0	0	0	0	3
208	566	0	1.47390757	293.199974	293.199982	293.199974	293.199987	2.51449842e-06	4.6204909e-06	0	0	0	0	3
209	572	0	1.48099366	293.199974	293.199982	293.199974	293.199987	2.70579454e-06	4.6204909e-06	0	0	0	0	3
210	577	0	1.48807976	293.199974	293.199982	293.199974	293.199987	2.89979585e-06	4.6204909e-06	0	0	0	0	3
211	582	0	1.49516585	293.199973	293.199981	293.199973	293.199987	3.09385752e-06	4.6204909e-06	0	0	0	0	3
212	587	0	1.50225195	293.199973	293.199981	293.199973	293.199987	3.29060754e-06	4.6204909e-06	0	0	0	0	3
213	591	0	1.50933804	293.199973	293.199981	293.199973	293.199987	3.48274574e-06	4.6204909e-06	0	0	0	0	3
214	596	0	1.51642413	293.199973	293.199981	293.199973	293.199987	3.68303859e-06	4.6204909e-06	0	0	0	0	3
215	601	0	1.52351023	293.199973	293.199981	293.199973	293.199986	3.88167132e-06	4.6204909e-06	0	0	0	0	3
216	607	0	1.53059632	293.199972	293.19998	293.199972	293.199986	4.08350905e-06	4.6204909e-06	0	0	0	0	3
217	612	0	1.53768242	293.199972	293.19998	293.199972	293.199986	4.28418821e-06	4.6204909e-06	0	0	0	0	3
218	616	0	1.54476851	293.199972	293.19998	293.199972	293.199986	4.48511753e-06	4.6204909e-06	0	0	0	0	3
219	621	0	1.5518546	293.199972	293.19998	293.199972	293.199986	4.68162892e-06	4.6204909e-06	0	0	0	0	3
220	626	0	1.5589407	293.199972	293.19998	293.199972	293.199985	4.87482163e-06	4.6204909e-06	0	0	0	0	3
221	631	0	1.56602679	293.199972	293.199979	293.199972	293.199985	5.06366581e-06	4.6204909e-06	0	0	0	0	3
222	635	0	1.57311289	293.199972	293.199979	293.199972	293.199985	5.25195941e-06	4.6204909e-06	0	0	0	0	3
